DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
35380293016,0.0005,,,,,,,,,,0,0
35380293017,0.0007,,,,,,,,,,0,0
35380293018,0.0009,,,,,,,,,,0,0
35380293019,0.0011,,,,,,,,,,0,0
35380294001,0.0006,,,,,,,,,,0,0
35380294003,0.0003,,,0.0,,,,,,,0,0
35380294004,0.0003,,,0.0,,,,,,,0,0
35380294005,0.0003,,,0.0,,,,,,,0,0
35380294006,0.0003,,,,,,,,,,0,0
35380294019,0.0004,,,0.0004,,,,,,,0,0
35380294020,0.0004,,,0.0004,,,,,,,0,0
35380294024,0.0002,,,,,,,,,,0,0
35380294025,0.0003,,,0.0,,,,,,,0,0
35380294026,0.0005,,,,,,,,,,0,0
35380294027,0.0002,,,0.0,,,,,,,0,0
35380294028,0.0003,,,0.0003,,,,,,,0,0
35380294029,0.0006,,,,,,,,,,0,0
35380295001,0.0003,,,0.0004,,,,,0.0744,,0,0
35380295003,0.0005,,,0.0008,,,,,,,0,0
35380295004,0.0004,,,0.0003,,,,,,,0,0
35380295005,0.0005,,,0.0003,,,,,0.0286,,0,0
35380295006,0.0004,,,0.0001,,,,,0.0845,,0,0
35380295008,0.0004,,,0.0008,,,,,,,0,0
35380295013,0.0004,,,0.0005,,,,,,,0,0
35380295014,0.0004,,,0.0005,,,,,0.0246,,0,0
35380295015,0.0005,,,0.0007,,,,,0.012,,0,0
35380295016,0.0003,,,0.0003,,,,,,,0,0
35380295017,0.0005,,,0.0006,,,,,,,0,0
35380296002,0.0006,,,0.0002,,0.0249,0.0177,0.0473,,,0,0
35380296005,0.0009,,,0.0005,,0.0726,0.0516,,0.0861,,0,0
35380296006,0.0009,,,0.0007,,0.0649,0.0462,,0.034,,0,0
35380296007,0.0009,,,0.0006,,0.0536,0.0381,,0.0309,,0,0
35380296008,0.001,,,,0.0524,,,0.26,0.0462,,0,0
35380296009,0.0007,,,,0.0127,,,0.0624,0.0112,,0,0
35380296013,0.0008,,,0.0001,0.0314,,,0.1553,0.0277,,0,0
35380296014,0.0006,,,0.0003,,,,,,,0,0
35380296015,0.0008,,,0.0001,0.0324,,,0.1605,0.0286,,0,0
35380296016,0.0008,,,0.0005,,0.1336,0.095,,0.0558,,0,0
35380296017,0.0009,,,0.0008,,0.0673,0.0479,,0.0352,,0,0
35380297001,0.0008,,,0.0004,,0.0333,0.0237,,0.013,,0,0
35380297003,0.0012,,,0.0005,,,,,0.0128,,0,0
35380297004,0.0015,,,0.0004,,,,,0.012,,0,0
35380297005,0.0015,,,0.0003,,,,,0.0138,,0,0
35380297006,0.0014,,,0.0004,,,,,0.0138,,0,0
35380297007,0.0007,,,0.0004,,0.0324,0.023,,0.0125,,0,0
35380297008,0.0015,,,0.0003,,,,,0.01,,0,0
35380297009,0.0015,,,0.0003,,,,,0.0138,,0,0
35380297010,0.0012,,,0.0006,,,,,0.0138,,0,0
35380297011,0.001,,,0.0006,,,,,,,0,0
